30,video_processing_images/frame_30.jpg,Defective
60,video_processing_images/frame_60.jpg,Defective
90,video_processing_images/frame_90.jpg,Defective
120,video_processing_images/frame_120.jpg,Defective
150,video_processing_images/frame_150.jpg,Defective
180,video_processing_images/frame_180.jpg,Defective
210,video_processing_images/frame_210.jpg,Defective
240,video_processing_images/frame_240.jpg,Defective
270,video_processing_images/frame_270.jpg,Defective
300,video_processing_images/frame_300.jpg,Defective
330,video_processing_images/frame_330.jpg,Non-Defective
360,video_processing_images/frame_360.jpg,Non-Defective
390,video_processing_images/frame_390.jpg,Non-Defective
420,video_processing_images/frame_420.jpg,Non-Defective
450,video_processing_images/frame_450.jpg,Non-Defective
480,video_processing_images/frame_480.jpg,Non-Defective
510,video_processing_images/frame_510.jpg,Defective
540,video_processing_images/frame_540.jpg,Defective
570,video_processing_images/frame_570.jpg,Defective
600,video_processing_images/frame_600.jpg,Defective
30,video_processing_images/frame_30.jpg,Defective
60,video_processing_images/frame_60.jpg,Defective
90,video_processing_images/frame_90.jpg,Defective
120,video_processing_images/frame_120.jpg,Defective
150,video_processing_images/frame_150.jpg,Defective
180,video_processing_images/frame_180.jpg,Defective
210,video_processing_images/frame_210.jpg,Defective
240,video_processing_images/frame_240.jpg,Defective
270,video_processing_images/frame_270.jpg,Defective
300,video_processing_images/frame_300.jpg,Defective
330,video_processing_images/frame_330.jpg,Non-Defective
360,video_processing_images/frame_360.jpg,Non-Defective
390,video_processing_images/frame_390.jpg,Non-Defective
420,video_processing_images/frame_420.jpg,Non-Defective
450,video_processing_images/frame_450.jpg,Non-Defective
480,video_processing_images/frame_480.jpg,Non-Defective
510,video_processing_images/frame_510.jpg,Defective
540,video_processing_images/frame_540.jpg,Defective
570,video_processing_images/frame_570.jpg,Defective
600,video_processing_images/frame_600.jpg,Defective
30,video_processing_images/frame_30.jpg,Defective
60,video_processing_images/frame_60.jpg,Defective
90,video_processing_images/frame_90.jpg,Defective
120,video_processing_images/frame_120.jpg,Defective
150,video_processing_images/frame_150.jpg,Defective
180,video_processing_images/frame_180.jpg,Defective
210,video_processing_images/frame_210.jpg,Defective
240,video_processing_images/frame_240.jpg,Defective
270,video_processing_images/frame_270.jpg,Defective
300,video_processing_images/frame_300.jpg,Defective
330,video_processing_images/frame_330.jpg,Non-Defective
360,video_processing_images/frame_360.jpg,Non-Defective
390,video_processing_images/frame_390.jpg,Non-Defective
420,video_processing_images/frame_420.jpg,Non-Defective
450,video_processing_images/frame_450.jpg,Non-Defective
480,video_processing_images/frame_480.jpg,Non-Defective
510,video_processing_images/frame_510.jpg,Defective
540,video_processing_images/frame_540.jpg,Defective
570,video_processing_images/frame_570.jpg,Defective
600,video_processing_images/frame_600.jpg,Defective
30,video_processing_images/frame_30.jpg,Defective
60,video_processing_images/frame_60.jpg,Defective
90,video_processing_images/frame_90.jpg,Defective
120,video_processing_images/frame_120.jpg,Defective
150,video_processing_images/frame_150.jpg,Defective
180,video_processing_images/frame_180.jpg,Defective
210,video_processing_images/frame_210.jpg,Defective
240,video_processing_images/frame_240.jpg,Defective
270,video_processing_images/frame_270.jpg,Defective
300,video_processing_images/frame_300.jpg,Defective
330,video_processing_images/frame_330.jpg,Non-Defective
360,video_processing_images/frame_360.jpg,Non-Defective
390,video_processing_images/frame_390.jpg,Non-Defective
420,video_processing_images/frame_420.jpg,Non-Defective
450,video_processing_images/frame_450.jpg,Non-Defective
480,video_processing_images/frame_480.jpg,Non-Defective
510,video_processing_images/frame_510.jpg,Defective
540,video_processing_images/frame_540.jpg,Defective
570,video_processing_images/frame_570.jpg,Defective
600,video_processing_images/frame_600.jpg,Defective
